,GEOID_Data,facility_type,X.1,X,FID,OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,area_sqr_m,land_ratio,ORIG_FID,POINT_X,POINT_Y,facility_name,facility_lat,facility_lng,distance_rank,Dist_km_bm,Dur_min_bm,Dist_km_rt,Dur_min_rt,time,Dist_km_rg,Dur_min_rg
11958,14000US39093097400,police,2036,10176,130,50998,39,93,97400,39093097400,974,Census Tract 974,G5020,S,11376574,2002628,41.4948307,-81.9901589,0.180118824,0.001442652,4.39252,0.848802798,130,-81.98903495,41.49522747,Avon Lake Police Department,41.4917404,-82.0219949,0,3.144,4.916666667,3.144,5.25,1/19/2019 22:00,3.144,4.8
11961,14000US39103400100,center,2636,12796,95,50902,39,103,400100,39103400100,4001,Census Tract 4001,G5020,S,69162840,360814,41.2490871,-81.7378669,0.349384643,0.007467603,26.7038994,0.991495256,95,-81.73513123,41.23941741,Cleveland Downtown,41.5047834,-81.6856808,0,46.176,31.58333333,39.943,41.53333333,1/19/2019 22:00,46.176,32.01666667
11966,14000US39103400100,fire,1366,6826,95,50902,39,103,400100,39103400100,4001,Census Tract 4001,G5020,S,69162840,360814,41.2490871,-81.7378669,0.349384643,0.007467603,26.7038994,0.991495256,95,-81.73513123,41.23941741,Hinckley Twp. Fire Department,41.2379421,-81.7452532,0,0.906,1.1,0.906,1.366666667,1/19/2019 22:00,0.906,1.133333333
11969,14000US39103400100,grocery,731,3651,95,50902,39,103,400100,39103400100,4001,Census Tract 4001,G5020,S,69162840,360814,41.2490871,-81.7378669,0.349384643,0.007467603,26.7038994,0.991495256,95,-81.73513123,41.23941741,Boswell's Beanery & Blends,41.2400955,-81.7321612,0,0.252,0.216666667,0.252,0.25,1/19/2019 22:00,0.252,0.216666667
11975,14000US39103400100,hospital,96,476,95,50902,39,103,400100,39103400100,4001,Census Tract 4001,G5020,S,69162840,360814,41.2490871,-81.7378669,0.349384643,0.007467603,26.7038994,0.991495256,95,-81.73513123,41.23941741,Brunswick Medical Center,41.2389582,-81.8317333,0,8.364,11.48333333,8.364,12.35,1/19/2019 22:00,8.364,11.35
11978,14000US39103400100,police,2001,10001,95,50902,39,103,400100,39103400100,4001,Census Tract 4001,G5020,S,69162840,360814,41.2490871,-81.7378669,0.349384643,0.007467603,26.7038994,0.991495256,95,-81.73513123,41.23941741,Hinckley Township Police Department,41.2379693,-81.745337,0,0.903,1.1,0.903,1.3,1/19/2019 22:00,0.903,1.133333333
11981,14000US39103402000,center,2637,12797,96,50903,39,103,402000,39103402000,4020,Census Tract 4020,G5020,S,66582950,10564,41.234614,-81.9265033,0.339971278,0.00715265,25.7077999,0.993324054,96,-81.92582574,41.23730483,Cleveland Downtown,41.5047834,-81.6856808,0,52.206,40.3,45.585,49.81666667,1/19/2019 22:00,52.206,40.43333333
11987,14000US39103402000,fire,1367,6831,96,50903,39,103,402000,39103402000,4020,Census Tract 4020,G5020,S,66582950,10564,41.234614,-81.9265033,0.339971278,0.00715265,25.7077999,0.993324054,96,-81.92582574,41.23730483,Valley City Fire Department,41.2365273,-81.9287932,0,0.333,0.55,0.333,0.566666667,1/19/2019 22:00,0.333,0.566666667
11989,14000US39103402000,grocery,732,3656,96,50903,39,103,402000,39103402000,4020,Census Tract 4020,G5020,S,66582950,10564,41.234614,-81.9265033,0.339971278,0.00715265,25.7077999,0.993324054,96,-81.92582574,41.23730483,Cedar Deli,41.2291488,-81.8413947,0,8.077,9.133333333,8.077,11.08333333,1/19/2019 22:00,8.077,8.966666667
11996,14000US39103402000,hospital,97,481,96,50903,39,103,402000,39103402000,4020,Census Tract 4020,G5020,S,66582950,10564,41.234614,-81.9265033,0.339971278,0.00715265,25.7077999,0.993324054,96,-81.92582574,41.23730483,Brunswick Medical Center,41.2389582,-81.8317333,0,7.995,9.35,7.995,11.11666667,1/19/2019 22:00,7.995,9.25
11999,14000US39103402000,police,2002,10006,96,50903,39,103,402000,39103402000,4020,Census Tract 4020,G5020,S,66582950,10564,41.234614,-81.9265033,0.339971278,0.00715265,25.7077999,0.993324054,96,-81.92582574,41.23730483,Valley City Fire Department,41.2365273,-81.9287932,0,0.333,0.55,0.333,0.616666667,1/19/2019 22:00,0.333,0.566666667
12002,14000US39103403001,center,2638,12798,97,50904,39,103,403001,39103403001,4030.01,Census Tract 4030.01,G5020,S,58608921,47031,41.1683877,-82.0246426,0.324948512,0.006293518,22.6289997,0.9965786,97,-82.02393333,41.1679711,Cleveland Downtown,41.5047834,-81.6856808,0,66.23,47.5,66.23,57.53333333,1/19/2019 22:00,66.23,47.85
12005,14000US39103403001,fire,1368,6836,97,50904,39,103,403001,39103403001,4030.01,Census Tract 4030.01,G5020,S,58608921,47031,41.1683877,-82.0246426,0.324948512,0.006293518,22.6289997,0.9965786,97,-82.02393333,41.1679711,Litchfield Fire House,41.1685671,-82.0315232,0,0.637,0.583333333,0.637,0.716666667,1/19/2019 22:00,0.637,0.6
12011,14000US39103403001,grocery,733,3661,97,50904,39,103,403001,39103403001,4030.01,Census Tract 4030.01,G5020,S,58608921,47031,41.1683877,-82.0246426,0.324948512,0.006293518,22.6289997,0.9965786,97,-82.02393333,41.1679711,Old Candie,41.2280562,-82.1149717,0,15.278,11.21666667,15.278,12.9,1/19/2019 22:00,15.278,11.33333333
12015,14000US39103403001,hospital,98,486,97,50904,39,103,403001,39103403001,4030.01,Census Tract 4030.01,G5020,S,58608921,47031,41.1683877,-82.0246426,0.324948512,0.006293518,22.6289997,0.9965786,97,-82.02393333,41.1679711,Brunswick Medical Center,41.2389582,-81.8317333,0,28.944,26.2,28.944,29.46666667,1/19/2019 22:00,28.944,26.13333333
12020,14000US39103403001,police,2003,10011,97,50904,39,103,403001,39103403001,4030.01,Census Tract 4030.01,G5020,S,58608921,47031,41.1683877,-82.0246426,0.324948512,0.006293518,22.6289997,0.9965786,97,-82.02393333,41.1679711,Lagrange Police Department,41.23039,-82.120406,0,15.034,10.71666667,15.034,12.43333333,1/19/2019 22:00,15.034,10.83333333
12023,14000US39103403002,center,2639,12799,98,50905,39,103,403002,39103403002,4030.02,Census Tract 4030.02,G5020,S,43680265,178694,41.1739215,-81.9317157,0.322848398,0.004706204,16.8649998,0.991996552,98,-81.95104975,41.1677975,Cleveland Downtown,41.5047834,-81.6856808,0,61.157,44.06666667,61.157,55.86666667,1/19/2019 22:00,61.157,44.51666667
12028,14000US39103403002,fire,1369,6841,98,50905,39,103,403002,39103403002,4030.02,Census Tract 4030.02,G5020,S,43680265,178694,41.1739215,-81.9317157,0.322848398,0.004706204,16.8649998,0.991996552,98,-81.95104975,41.1677975,Erhart Volunteer Fire Department,41.167489,-81.925535,0,2.136,1.75,2.136,1.816666667,1/19/2019 22:00,2.136,1.783333333
12032,14000US39103403002,grocery,734,3666,98,50905,39,103,403002,39103403002,4030.02,Census Tract 4030.02,G5020,S,43680265,178694,41.1739215,-81.9317157,0.322848398,0.004706204,16.8649998,0.991996552,98,-81.95104975,41.1677975,Marc's Stores,41.1563115,-81.8644798,0,8.669,9.466666667,8.669,9.833333333,1/19/2019 22:00,8.669,9.383333333
12036,14000US39103403002,hospital,99,491,98,50905,39,103,403002,39103403002,4030.02,Census Tract 4030.02,G5020,S,43680265,178694,41.1739215,-81.9317157,0.322848398,0.004706204,16.8649998,0.991996552,98,-81.95104975,41.1677975,Brunswick Medical Center,41.2389582,-81.8317333,0,17.83,17.66666667,17.92,19.81666667,1/19/2019 22:00,17.83,17.68333333
12037,14000US39103403002,police,2004,10016,98,50905,39,103,403002,39103403002,4030.02,Census Tract 4030.02,G5020,S,43680265,178694,41.1739215,-81.9317157,0.322848398,0.004706204,16.8649998,0.991996552,98,-81.95104975,41.1677975,Medina Township Police Department,41.171244,-81.8618641,0,9.322,11.43333333,9.322,11.81666667,1/19/2019 22:00,9.322,11.21666667
12042,14000US39103404000,center,2633,12793,92,50871,39,103,404000,39103404000,4040,Census Tract 4040,G5020,S,34288753,106553,41.1776954,-81.8225942,0.33999729,0.00369111,13.2390003,0.987414966,92,-81.8080645,41.176956,Cleveland Downtown,41.5047834,-81.6856808,0,48.655,31.81666667,48.655,45.1,1/19/2019 22:00,48.655,32.08333333
12047,14000US39103404000,fire,1363,6811,92,50871,39,103,404000,39103404000,4040,Census Tract 4040,G5020,S,34288753,106553,41.1776954,-81.8225942,0.33999729,0.00369111,13.2390003,0.987414966,92,-81.8080645,41.176956,Medina Township Fire Department,41.1713102,-81.8290314,0,2.428,2.533333333,2.428,3.25,1/19/2019 22:00,2.428,2.566666667
12049,14000US39103404000,grocery,728,3636,92,50871,39,103,404000,39103404000,4040,Census Tract 4040,G5020,S,34288753,106553,41.1776954,-81.8225942,0.33999729,0.00369111,13.2390003,0.987414966,92,-81.8080645,41.176956,ALDI,41.1352861,-81.8101564,0,7.131,8.2,7.131,9.366666667,1/19/2019 22:00,7.131,8.166666667
12054,14000US39103404000,hospital,93,461,92,50871,39,103,404000,39103404000,4040,Census Tract 4040,G5020,S,34288753,106553,41.1776954,-81.8225942,0.33999729,0.00369111,13.2390003,0.987414966,92,-81.8080645,41.176956,Brunswick Medical Center,41.2389582,-81.8317333,0,9.64,11.75,9.64,12.8,1/19/2019 22:00,9.64,11.78333333
12058,14000US39103404000,police,1998,9986,92,50871,39,103,404000,39103404000,4040,Census Tract 4040,G5020,S,34288753,106553,41.1776954,-81.8225942,0.33999729,0.00369111,13.2390003,0.987414966,92,-81.8080645,41.176956,State Highway Patrol,41.1896441,-81.7990962,0,1.748,1.633333333,1.748,1.983333333,1/19/2019 22:00,1.748,1.616666667
12064,14000US39103405000,center,2634,12794,93,50872,39,103,405000,39103405000,4050,Census Tract 4050,G5020,S,60210928,222768,41.1702121,-81.7384177,0.329037183,0.006484372,23.2476006,0.994519895,93,-81.73553504,41.16905603,Cleveland Downtown,41.5047834,-81.6856808,0,46.728,32.5,46.728,43.35,1/19/2019 22:00,46.728,32.56666667
12065,14000US39103405000,fire,1364,6816,93,50872,39,103,405000,39103405000,4050,Census Tract 4050,G5020,S,60210928,222768,41.1702121,-81.7384177,0.329037183,0.006484372,23.2476006,0.994519895,93,-81.73553504,41.16905603,Granger Township Fire Department,41.173873,-81.741552,0,1.132,1.233333333,1.132,1.333333333,1/19/2019 22:00,1.132,1.266666667
12069,14000US39103405000,grocery,729,3641,93,50872,39,103,405000,39103405000,4050,Census Tract 4050,G5020,S,60210928,222768,41.1702121,-81.7384177,0.329037183,0.006484372,23.2476006,0.994519895,93,-81.73553504,41.16905603,D M Foods,41.1383496,-81.7006508,0,5.309,6.5,5.309,6.55,1/19/2019 22:00,5.309,6.583333333
12075,14000US39103405000,hospital,94,466,93,50872,39,103,405000,39103405000,4050,Census Tract 4050,G5020,S,60210928,222768,41.1702121,-81.7384177,0.329037183,0.006484372,23.2476006,0.994519895,93,-81.73553504,41.16905603,Akron General Medical Center,41.108407,-81.633182,0,13.441,14.61666667,13.441,15.8,1/19/2019 22:00,13.441,14.6
12078,14000US39103405000,police,1999,9991,93,50872,39,103,405000,39103405000,4050,Census Tract 4050,G5020,S,60210928,222768,41.1702121,-81.7384177,0.329037183,0.006484372,23.2476006,0.994519895,93,-81.73553504,41.16905603,State Highway Patrol,41.1896441,-81.7990962,0,7.393,7.85,7.393,8.3,1/19/2019 22:00,7.393,7.95
12082,14000US39103406000,center,2673,12833,132,51148,39,103,406000,39103406000,4060,Census Tract 4060,G5020,S,67313204,128188,41.0974232,-81.7369696,0.352147663,0.007228692,25.9897995,0.995916515,132,-81.73622994,41.09916709,Cleveland Downtown,41.5047834,-81.6856808,0,54.842,38.65,54.842,49.6,1/19/2019 22:00,54.842,38.75
12087,14000US39103406000,fire,1403,7011,132,51148,39,103,406000,39103406000,4060,Census Tract 4060,G5020,S,67313204,128188,41.0974232,-81.7369696,0.352147663,0.007228692,25.9897995,0.995916515,132,-81.73622994,41.09916709,Sharon Township Fire Department,41.098385,-81.7331909,0,0.299,0.483333333,0.299,0.566666667,1/19/2019 22:00,0.299,0.516666667
12090,14000US39103406000,grocery,768,3836,132,51148,39,103,406000,39103406000,4060,Census Tract 4060,G5020,S,67313204,128188,41.0974232,-81.7369696,0.352147663,0.007228692,25.9897995,0.995916515,132,-81.73622994,41.09916709,Lorimdas,41.1185283,-81.7293633,0,2.737,2.65,2.737,3.25,1/19/2019 22:00,2.737,2.7
12095,14000US39103406000,hospital,133,661,132,51148,39,103,406000,39103406000,4060,Census Tract 4060,G5020,S,67313204,128188,41.0974232,-81.7369696,0.352147663,0.007228692,25.9897995,0.995916515,132,-81.73622994,41.09916709,Summa Health Wadsworth-Rittman Medical Center,41.0278353,-81.7505084,0,9.232,9.1,9.232,10.23333333,1/19/2019 22:00,9.232,9.133333333
12100,14000US39103406000,police,2038,10186,132,51148,39,103,406000,39103406000,4060,Census Tract 4060,G5020,S,67313204,128188,41.0974232,-81.7369696,0.352147663,0.007228692,25.9897995,0.995916515,132,-81.73622994,41.09916709,Sharon Township Zoning,41.0988454,-81.7349779,0,0.122,0.283333333,0.122,0.35,1/19/2019 22:00,0.122,0.3
12104,14000US39103407000,center,2635,12795,94,50873,39,103,407000,39103407000,4070,Census Tract 4070,G5020,S,43239546,112636,41.0830513,-81.8281041,0.321317449,0.004645952,16.6949005,0.988124403,94,-81.8321825,41.08451705,Cleveland Downtown,41.5047834,-81.6856808,0,59.103,35.46666667,58.431,49.83333333,1/19/2019 22:00,59.103,35.98333333
12105,14000US39103407000,fire,1365,6821,94,50873,39,103,407000,39103407000,4070,Census Tract 4070,G5020,S,43239546,112636,41.0830513,-81.8281041,0.321317449,0.004645952,16.6949005,0.988124403,94,-81.8321825,41.08451705,Medina Fire Department Station No. 5,41.0921328,-81.8249391,0,15.079,13.63333333,15.079,16.63333333,1/19/2019 22:00,15.079,13.7
12109,14000US39103407000,grocery,730,3646,94,50873,39,103,407000,39103407000,4070,Census Tract 4070,G5020,S,43239546,112636,41.0830513,-81.8281041,0.321317449,0.004645952,16.6949005,0.988124403,94,-81.8321825,41.08451705,Buehler Fresh Foods Medina River Styx,41.1347577,-81.8171417,0,8.867,8.066666667,8.867,10.73333333,1/19/2019 22:00,8.867,8.166666667
12116,14000US39103407000,hospital,95,471,94,50873,39,103,407000,39103407000,4070,Census Tract 4070,G5020,S,43239546,112636,41.0830513,-81.8281041,0.321317449,0.004645952,16.6949005,0.988124403,94,-81.8321825,41.08451705,University Hospital Medina Health Center Imaging Dept,41.1372521,-81.8297194,0,9.768,8.833333333,9.768,11.5,1/19/2019 22:00,9.768,8.983333333
12117,14000US39103407000,police,2000,9996,94,50873,39,103,407000,39103407000,4070,Census Tract 4070,G5020,S,43239546,112636,41.0830513,-81.8281041,0.321317449,0.004645952,16.6949005,0.988124403,94,-81.8321825,41.08451705,Montville Township,41.0920684,-81.8246987,0,14.943,13.38333333,14.943,16.53333333,1/19/2019 22:00,14.943,13.45
12121,14000US39103408001,center,2981,13141,440,52177,39,103,408001,39103408001,4080.01,Census Tract 4080.01,G5020,S,2959469,19283,41.1486459,-81.8479383,0.098229499,0.000319497,1.14266,0.993950393,440,-81.8516965,41.14410934,Cleveland Downtown,41.5047834,-81.6856808,0,54.595,39.91666667,54.595,52.65,1/19/2019 22:00,54.595,40.3
12128,14000US39103408001,fire,1711,8551,440,52177,39,103,408001,39103408001,4080.01,Census Tract 4080.01,G5020,S,2959469,19283,41.1486459,-81.8479383,0.098229499,0.000319497,1.14266,0.993950393,440,-81.8516965,41.14410934,Sharon Center Fire Department,41.1383877,-81.8637474,0,1.908,6.166666667,1.908,6.083333333,1/19/2019 22:00,1.908,5.9
12129,14000US39103408001,grocery,1076,5376,440,52177,39,103,408001,39103408001,4080.01,Census Tract 4080.01,G5020,S,2959469,19283,41.1486459,-81.8479383,0.098229499,0.000319497,1.14266,0.993950393,440,-81.8516965,41.14410934,Giant Eagle Supermarket,41.1506258,-81.8610427,0,1.65,5.233333333,1.65,5.233333333,1/19/2019 22:00,1.65,5.25
12135,14000US39103408001,hospital,441,2201,440,52177,39,103,408001,39103408001,4080.01,Census Tract 4080.01,G5020,S,2959469,19283,41.1486459,-81.8479383,0.098229499,0.000319497,1.14266,0.993950393,440,-81.8516965,41.14410934,Cleveland Clinic - Medina Hospital,41.1380857,-81.8379599,0,2.333,6.533333333,2.333,6.65,1/19/2019 22:00,2.333,6.433333333
12139,14000US39103408001,police,2346,11726,440,52177,39,103,408001,39103408001,4080.01,Census Tract 4080.01,G5020,S,2959469,19283,41.1486459,-81.8479383,0.098229499,0.000319497,1.14266,0.993950393,440,-81.8516965,41.14410934,Country Baker of Medina,41.1448473,-81.8622966,0,1.208,3.866666667,1.208,3.9,1/19/2019 22:00,1.208,3.9
12141,14000US39103408002,center,2983,13143,442,52179,39,103,408002,39103408002,4080.02,Census Tract 4080.02,G5020,S,7011690,472599,41.1455442,-81.8194036,0.135876051,0.000802759,2.7072301,0.9346177,442,-81.81364154,41.14544276,Cleveland Downtown,41.5047834,-81.6856808,0,53.648,37.38333333,53.648,49.98333333,1/19/2019 22:00,53.648,37.68333333
12147,14000US39103408002,fire,1713,8561,442,52179,39,103,408002,39103408002,4080.02,Census Tract 4080.02,G5020,S,7011690,472599,41.1455442,-81.8194036,0.135876051,0.000802759,2.7072301,0.9346177,442,-81.81364154,41.14544276,Medina Township Fire Department Station No. 2,41.1419604,-81.8012344,0,1.433,2.35,1.433,2.35,1/19/2019 22:00,1.433,2.35
12150,14000US39103408002,grocery,1078,5386,442,52179,39,103,408002,39103408002,4080.02,Census Tract 4080.02,G5020,S,7011690,472599,41.1455442,-81.8194036,0.135876051,0.000802759,2.7072301,0.9346177,442,-81.81364154,41.14544276,ALDI,41.1352861,-81.8101564,0,2.785,4.366666667,2.785,5.35,1/19/2019 22:00,2.785,4.316666667
12154,14000US39103408002,hospital,443,2211,442,52179,39,103,408002,39103408002,4080.02,Census Tract 4080.02,G5020,S,7011690,472599,41.1455442,-81.8194036,0.135876051,0.000802759,2.7072301,0.9346177,442,-81.81364154,41.14544276,Summa Health Medina Medical Center,41.1358135,-81.8237329,0,2.711,4.816666667,2.711,4.9,1/19/2019 22:00,2.711,4.816666667
12158,14000US39103408002,police,2348,11736,442,52179,39,103,408002,39103408002,4080.02,Census Tract 4080.02,G5020,S,7011690,472599,41.1455442,-81.8194036,0.135876051,0.000802759,2.7072301,0.9346177,442,-81.81364154,41.14544276,Country Baker of Medina,41.1448473,-81.8622966,0,5.364,8.416666667,5.364,9.116666667,1/19/2019 22:00,5.364,8.516666667
12161,14000US39103408003,center,2541,12701,0,50518,39,103,408003,39103408003,4080.03,Census Tract 4080.03,G5020,S,5706707,79145,41.16724,-81.857254,0.127671145,0.000620732,2.2033701,0.97403607,0,-81.8375695,41.1610869,Cleveland Downtown,41.5047834,-81.6856808,0,52.343,36.83333333,52.343,50.5,1/19/2019 22:00,52.343,37.21666667
12165,14000US39103408003,fire,1271,6351,0,50518,39,103,408003,39103408003,4080.03,Census Tract 4080.03,G5020,S,5706707,79145,41.16724,-81.857254,0.127671145,0.000620732,2.2033701,0.97403607,0,-81.8375695,41.1610869,Medina Township Fire Department,41.1713102,-81.8290314,0,1.731,3.233333333,1.731,3.516666667,1/19/2019 22:00,1.731,3.266666667
12169,14000US39103408003,grocery,636,3176,0,50518,39,103,408003,39103408003,4080.03,Census Tract 4080.03,G5020,S,5706707,79145,41.16724,-81.857254,0.127671145,0.000620732,2.2033701,0.97403607,0,-81.8375695,41.1610869,ALDI,41.1572775,-81.862005,0,4.946,9.1,4.946,9.816666667,1/19/2019 22:00,4.946,9
12175,14000US39103408003,hospital,1,1,0,50518,39,103,408003,39103408003,4080.03,Census Tract 4080.03,G5020,S,5706707,79145,41.16724,-81.857254,0.127671145,0.000620732,2.2033701,0.97403607,0,-81.8375695,41.1610869,Cleveland Clinic - Medina Hospital,41.1380857,-81.8379599,0,4.555,7.516666667,4.555,8.283333333,1/19/2019 22:00,4.555,7.483333333
12177,14000US39103408003,police,1906,9526,0,50518,39,103,408003,39103408003,4080.03,Census Tract 4080.03,G5020,S,5706707,79145,41.16724,-81.857254,0.127671145,0.000620732,2.2033701,0.97403607,0,-81.8375695,41.1610869,Medina Township Police Department,41.171244,-81.8618641,0,4.513,6.466666667,4.513,7.35,1/19/2019 22:00,4.513,6.55
12184,14000US39103408100,center,2640,12800,99,50906,39,103,408100,39103408100,4081,Census Tract 4081,G5020,S,12189516,45907,41.16108,-81.8848598,0.177823088,0.001312584,4.7063999,0.999043555,99,-81.8875414,41.15680417,Cleveland Downtown,41.5047834,-81.6856808,0,57.973,42.06666667,57.973,54.43333333,1/19/2019 22:00,57.973,42.46666667
12188,14000US39103408100,fire,1370,6846,99,50906,39,103,408100,39103408100,4081,Census Tract 4081,G5020,S,12189516,45907,41.16108,-81.8848598,0.177823088,0.001312584,4.7063999,0.999043555,99,-81.8875414,41.15680417,TKO Fire Protection Inc,41.1482866,-81.8784243,0,1.856,3.383333333,1.856,3.45,1/19/2019 22:00,1.856,3.4
12192,14000US39103408100,grocery,735,3671,99,50906,39,103,408100,39103408100,4081,Census Tract 4081,G5020,S,12189516,45907,41.16108,-81.8848598,0.177823088,0.001312584,4.7063999,0.999043555,99,-81.8875414,41.15680417,Marc's Stores,41.1563115,-81.8644798,0,2.926,5.716666667,2.926,5.733333333,1/19/2019 22:00,2.926,5.633333333
12193,14000US39103408100,hospital,100,496,99,50906,39,103,408100,39103408100,4081,Census Tract 4081,G5020,S,12189516,45907,41.16108,-81.8848598,0.177823088,0.001312584,4.7063999,0.999043555,99,-81.8875414,41.15680417,Brunswick Medical Center,41.2389582,-81.8317333,0,14.08,16.21666667,14.08,16.9,1/19/2019 22:00,14.08,16.05
12199,14000US39103408100,police,2005,10021,99,50906,39,103,408100,39103408100,4081,Census Tract 4081,G5020,S,12189516,45907,41.16108,-81.8848598,0.177823088,0.001312584,4.7063999,0.999043555,99,-81.8875414,41.15680417,Country Baker of Medina,41.1448473,-81.8622966,0,3.556,7.216666667,3.556,7.416666667,1/19/2019 22:00,3.556,6.883333333
12201,14000US39103408201,center,2982,13142,441,52178,39,103,408201,39103408201,4082.01,Census Tract 4082.01,G5020,S,18658247,28310,41.1311633,-81.9009985,0.220708805,0.002003784,7.20399,0.993933266,441,-81.90112715,41.12813291,Cleveland Downtown,41.5047834,-81.6856808,0,58.945,46.48333333,58.945,57.06666667,1/19/2019 22:00,58.945,47.18333333
12206,14000US39103408201,fire,1712,8556,441,52178,39,103,408201,39103408201,4082.01,Census Tract 4082.01,G5020,S,18658247,28310,41.1311633,-81.9009985,0.220708805,0.002003784,7.20399,0.993933266,441,-81.90112715,41.12813291,Medina Fire Department Station No. 2,41.128449,-81.894131,0,0.733,1.866666667,0.733,1.983333333,1/19/2019 22:00,0.733,1.916666667
12210,14000US39103408201,grocery,1077,5381,441,52178,39,103,408201,39103408201,4082.01,Census Tract 4082.01,G5020,S,18658247,28310,41.1311633,-81.9009985,0.220708805,0.002003784,7.20399,0.993933266,441,-81.90112715,41.12813291,Farmer's Fruit Express Inc,41.1295834,-81.8780144,0,2.77,4.35,2.77,5.066666667,1/19/2019 22:00,2.77,4.483333333
12213,14000US39103408201,hospital,442,2206,441,52178,39,103,408201,39103408201,4082.01,Census Tract 4082.01,G5020,S,18658247,28310,41.1311633,-81.9009985,0.220708805,0.002003784,7.20399,0.993933266,441,-81.90112715,41.12813291,Cleveland Clinic - Medina Hospital,41.1380857,-81.8379599,0,5.844,10.65,5.844,11.75,1/19/2019 22:00,5.844,10.88333333
12219,14000US39103408201,police,2347,11731,441,52178,39,103,408201,39103408201,4082.01,Census Tract 4082.01,G5020,S,18658247,28310,41.1311633,-81.9009985,0.220708805,0.002003784,7.20399,0.993933266,441,-81.90112715,41.12813291,Medina County Jail,41.128018,-81.8905709,0,1.031,2.333333333,1.031,2.4,1/19/2019 22:00,1.031,2.383333333
12222,14000US39103408202,center,2734,12894,193,51621,39,103,408202,39103408202,4082.02,Census Tract 4082.02,G5020,S,5867417,0,41.1154362,-81.873625,0.103928204,0.000629051,2.26542,1,193,-81.87362484,41.11543731,Cleveland Downtown,41.5047834,-81.6856808,0,59.067,47.68333333,59.067,57.53333333,1/19/2019 22:00,59.067,47.85
12228,14000US39103408202,fire,1464,7316,193,51621,39,103,408202,39103408202,4082.02,Census Tract 4082.02,G5020,S,5867417,0,41.1154362,-81.873625,0.103928204,0.000629051,2.26542,1,193,-81.87362484,41.11543731,Medina Fire Department Station No. 3,41.1219213,-81.8503063,0,3.012,6.366666667,3.012,6.45,1/19/2019 22:00,3.012,6.25
12229,14000US39103408202,grocery,829,4141,193,51621,39,103,408202,39103408202,4082.02,Census Tract 4082.02,G5020,S,5867417,0,41.1154362,-81.873625,0.103928204,0.000629051,2.26542,1,193,-81.87362484,41.11543731,Farmer's Fruit Express Inc,41.1295834,-81.8780144,0,2.791,4.983333333,2.791,5.366666667,1/19/2019 22:00,2.791,4.983333333
12234,14000US39103408202,hospital,194,966,193,51621,39,103,408202,39103408202,4082.02,Census Tract 4082.02,G5020,S,5867417,0,41.1154362,-81.873625,0.103928204,0.000629051,2.26542,1,193,-81.87362484,41.11543731,Brunswick Medical Center,41.2389582,-81.8317333,0,18.861,24.23333333,18.861,25.58333333,1/19/2019 22:00,18.861,24.36666667
12238,14000US39103408202,police,2099,10491,193,51621,39,103,408202,39103408202,4082.02,Census Tract 4082.02,G5020,S,5867417,0,41.1154362,-81.873625,0.103928204,0.000629051,2.26542,1,193,-81.87362484,41.11543731,Medina County Sheriff's Department,41.1279746,-81.8897101,0,2.829,5.233333333,2.829,5.516666667,1/19/2019 22:00,2.829,5.216666667
12244,14000US39103408301,center,2641,12801,100,50908,39,103,408301,39103408301,4083.01,Census Tract 4083.01,G5020,S,7318106,35245,41.1322017,-81.8266087,0.161466213,0.000788527,2.8255401,0.991200196,100,-81.8225543,41.12952849,Cleveland Downtown,41.5047834,-81.6856808,0,55.518,37.25,55.518,50.65,1/19/2019 22:00,55.518,37.71666667
12247,14000US39103408301,fire,1371,6851,100,50908,39,103,408301,39103408301,4083.01,Census Tract 4083.01,G5020,S,7318106,35245,41.1322017,-81.8266087,0.161466213,0.000788527,2.8255401,0.991200196,100,-81.8225543,41.12952849,Medina Township Fire Department Station No. 2,41.1419604,-81.8012344,0,2.935,4.35,2.935,4.633333333,1/19/2019 22:00,2.935,4.45
12252,14000US39103408301,grocery,736,3676,100,50908,39,103,408301,39103408301,4083.01,Census Tract 4083.01,G5020,S,7318106,35245,41.1322017,-81.8266087,0.161466213,0.000788527,2.8255401,0.991200196,100,-81.8225543,41.12952849,Recycling Drop-Off,41.1347628,-81.8171576,0,1.735,3.833333333,1.735,3.916666667,1/19/2019 22:00,1.735,3.883333333
12253,14000US39103408301,hospital,101,501,100,50908,39,103,408301,39103408301,4083.01,Census Tract 4083.01,G5020,S,7318106,35245,41.1322017,-81.8266087,0.161466213,0.000788527,2.8255401,0.991200196,100,-81.8225543,41.12952849,Summa Health Medina Medical Center,41.1358135,-81.8237329,0,2.678,3.9,2.678,4.266666667,1/19/2019 22:00,2.678,4.016666667
12259,14000US39103408301,police,2006,10026,100,50908,39,103,408301,39103408301,4083.01,Census Tract 4083.01,G5020,S,7318106,35245,41.1322017,-81.8266087,0.161466213,0.000788527,2.8255401,0.991200196,100,-81.8225543,41.12952849,Medina County Sheriffs Civil,41.13819,-81.86232,0,3.842,6.133333333,3.842,6.983333333,1/19/2019 22:00,3.842,6.016666667
